PID#,CHECK,NO#,STREET,ACCT#,TOTAL ASSESS,diff in value,Diff in assessment,TAXES,LAST YR,LAST YR TAXES,DIFF,%CHANGE,TAXES,AddressOne,AddressTwo
437,U32004B 000,2,WEDGEWOOD ROAD,S0545R,"516,300.00",1.11%,"271,100.00","$5,679.00","245,200.00","$5,478.00",$202.00,4%,ABOUT SAME,"2 Wedgewood Road Cape Elizabeth, ME 04107","'2 Wedgewood Road Cape Elizabeth, ME 04107',"
99,R05031000000,0,WELLS ROAD,J1050R,"29,400.00",-0.63%,"-50,600.00",$323.00,"80,000.00","$1,787.00","-$1,464.00",-82%,DOWN,"0 Wells Road Cape Elizabeth, ME 04107","'0 Wells Road Cape Elizabeth, ME 04107',"
###,R05036000000,0,WELLS ROAD,T0215R,"515,600.00",0.09%,"40,800.00","$5,672.00","474,800.00","$10,607.00","-$4,935.00",-47%,DOWN,"0 Wells Road Cape Elizabeth, ME 04107","'0 Wells Road Cape Elizabeth, ME 04107',"
###,R05030001000,33,WELLS ROAD,A1134R,"1,389,800.00",0.15%,"185,300.00","$14,947.00","1,204,500.00","$26,909.00","-$11,962.00",-44%,DOWN,"33 Wells Road Cape Elizabeth, ME 04107","'33 Wells Road Cape Elizabeth, ME 04107',"
###,R05038A 000,68,WELLS ROAD,L0756R,"677,600.00",0.27%,"144,000.00","$7,179.00","533,600.00","$11,921.00","-$4,742.00",-40%,DOWN,"68 Wells Road Cape Elizabeth, ME 04107","'68 Wells Road Cape Elizabeth, ME 04107',"
###,R05044000000,96,WELLS ROAD,T0246R,"620,100.00",0.28%,"135,000.00","$6,546.00","485,100.00","$10,837.00","-$4,291.00",-40%,DOWN,"96 Wells Road Cape Elizabeth, ME 04107","'96 Wells Road Cape Elizabeth, ME 04107',"
###,R05041003000,80,WELLS ROAD,C0700R,"286,200.00",0.35%,"74,100.00","$3,148.00","212,100.00","$4,738.00","-$1,590.00",-34%,DOWN,"80 Wells Road Cape Elizabeth, ME 04107","'80 Wells Road Cape Elizabeth, ME 04107',"
710,R05041002000,74,WELLS ROAD,K0419R,"750,100.00",0.50%,"248,800.00","$7,976.00","501,300.00","$11,199.00","-$3,223.00",-29%,DOWN,"74 Wells Road Cape Elizabeth, ME 04107","'74 Wells Road Cape Elizabeth, ME 04107',"
###,R05038000000,66,WELLS ROAD,H1210R,"590,800.00",0.51%,"198,800.00","$6,224.00","392,000.00","$8,757.00","-$2,533.00",-29%,DOWN,"66 Wells Road Cape Elizabeth, ME 04107","'66 Wells Road Cape Elizabeth, ME 04107',"
###,R05041B 000,90,WELLS ROAD,M2211R,"773,600.00",0.55%,"273,800.00","$8,169.00","499,800.00","$11,166.00","-$2,997.00",-27%,DOWN,"90 Wells Road Cape Elizabeth, ME 04107","'90 Wells Road Cape Elizabeth, ME 04107',"
###,R05041A 000,84,WELLS ROAD,B2300R,"592,200.00",0.59%,"219,300.00","$6,239.00","372,900.00","$8,331.00","-$2,091.00",-25%,DOWN,"84 Wells Road Cape Elizabeth, ME 04107","'84 Wells Road Cape Elizabeth, ME 04107',"
###,R05041000000,78,WELLS ROAD,M0013R,"621,400.00",0.61%,"236,200.00","$6,560.00","385,200.00","$8,605.00","-$2,045.00",-24%,DOWN,"78 Wells Road Cape Elizabeth, ME 04107","'78 Wells Road Cape Elizabeth, ME 04107',"
###,R05040000000,77,WELLS ROAD,M2711R,"914,100.00",0.70%,"375,400.00","$9,780.00","538,700.00","$12,035.00","-$2,254.00",-19%,DOWN,"77 Wells Road Cape Elizabeth, ME 04107","'77 Wells Road Cape Elizabeth, ME 04107',"
###,R05033001000,36,WELLS ROAD,K0882R,"729,900.00",0.71%,"302,900.00","$7,754.00","427,000.00","$9,539.00","-$1,785.00",-19%,DOWN,"36 Wells Road Cape Elizabeth, ME 04107","'36 Wells Road Cape Elizabeth, ME 04107',"
###,U58021000000,57,WELLS ROAD,P0850R,"772,400.00",0.72%,"323,500.00","$8,221.00","448,900.00","$10,028.00","-$1,807.00",-18%,DOWN,"57 Wells Road Cape Elizabeth, ME 04107","'57 Wells Road Cape Elizabeth, ME 04107',"
###,R05040001000,81,WELLS ROAD,G0011R,"767,300.00",0.74%,"325,100.00","$8,165.00","442,200.00","$9,879.00","-$1,713.00",-17%,DOWN,"81 Wells Road Cape Elizabeth, ME 04107","'81 Wells Road Cape Elizabeth, ME 04107',"
###,R05039000000,72,WELLS ROAD,W0211R,"816,800.00",0.84%,"372,000.00","$8,710.00","444,800.00","$9,937.00","-$1,227.00",-12%,DOWN,"72 Wells Road Cape Elizabeth, ME 04107","'72 Wells Road Cape Elizabeth, ME 04107',"
###,R05030000000,19,WELLS ROAD,J1030R,"829,300.00",0.86%,"382,300.00","$9,122.00","447,000.00","$9,986.00",-$864.00,-9%,DOWN,"19 Wells Road Cape Elizabeth, ME 04107","'19 Wells Road Cape Elizabeth, ME 04107',"
###,R05046C 000,89,WELLS ROAD,J1136R,"965,100.00",0.89%,"453,800.00","$10,616.00","511,300.00","$11,422.00",-$806.00,-7%,DOWN,"89 Wells Road Cape Elizabeth, ME 04107","'89 Wells Road Cape Elizabeth, ME 04107',"
###,U58001000000,53,WELLS ROAD,F1188R,"765,500.00",0.98%,"378,600.00","$8,146.00","386,900.00","$8,643.00",-$498.00,-6%,ABOUT SAME,"53 Wells Road Cape Elizabeth, ME 04107","'53 Wells Road Cape Elizabeth, ME 04107',"
###,U58033000000,49,WELLS ROAD,V0088R,"556,500.00",1.07%,"287,600.00","$5,847.00","268,900.00","$6,007.00",-$161.00,-3%,ABOUT SAME,"49 Wells Road Cape Elizabeth, ME 04107","'49 Wells Road Cape Elizabeth, ME 04107',"
257,R05045000000,106,WELLS ROAD,M0130R,"592,500.00",0.99%,"294,200.00","$6,518.00","298,300.00","$6,664.00",-$147.00,-2%,ABOUT SAME,"106 Wells Road Cape Elizabeth, ME 04107","'106 Wells Road Cape Elizabeth, ME 04107',"
###,R05032001000,39,WELLS ROAD,B3357R,"564,800.00",1.11%,"296,800.00","$5,869.00","268,000.00","$5,987.00",-$119.00,-2%,ABOUT SAME,"39 Wells Road Cape Elizabeth, ME 04107","'39 Wells Road Cape Elizabeth, ME 04107',"
###,R05046D 000,87,WELLS ROAD,V0001R,"771,400.00",1.16%,"414,900.00","$8,210.00","356,500.00","$7,964.00",$246.00,3%,ABOUT SAME,"87 Wells Road Cape Elizabeth, ME 04107","'87 Wells Road Cape Elizabeth, ME 04107',"
###,R05030008000,21,WELLS ROAD,J0691R,"668,500.00",1.22%,"367,700.00","$7,288.00","300,800.00","$6,720.00",$568.00,8%,UP,"21 Wells Road Cape Elizabeth, ME 04107","'21 Wells Road Cape Elizabeth, ME 04107',"
954,R05045A 000,98,WELLS ROAD,A0279R,"559,300.00",1.43%,"329,100.00","$5,877.00","230,200.00","$5,143.00",$735.00,14%,UP,"98 Wells Road Cape Elizabeth, ME 04107","'98 Wells Road Cape Elizabeth, ME 04107',"
793,R05046B 000,93,WELLS ROAD,J0740R,"542,700.00",1.49%,"325,000.00","$5,970.00","217,700.00","$4,863.00","$1,106.00",23%,UP,"93 Wells Road Cape Elizabeth, ME 04107","'93 Wells Road Cape Elizabeth, ME 04107',"
###,R05042000000,83,WELLS ROAD,D1430R,"433,000.00",1.76%,"276,200.00","$4,763.00","156,800.00","$3,503.00","$1,260.00",36%,UP,"83 Wells Road Cape Elizabeth, ME 04107","'83 Wells Road Cape Elizabeth, ME 04107',"
###,R05043000000,88,WELLS ROAD,D1470R,"360,600.00",2.09%,"243,900.00","$3,626.00","116,700.00","$2,607.00","$1,019.00",39%,UP,"88 Wells Road Cape Elizabeth, ME 04107","'88 Wells Road Cape Elizabeth, ME 04107',"
###,U52007000000,10,WELLS ROAD,O0341R,"321,100.00",2.20%,"220,800.00","$3,532.00","100,300.00","$2,241.00","$1,291.00",58%,UP,"10 Wells Road Cape Elizabeth, ME 04107","'10 Wells Road Cape Elizabeth, ME 04107',"
###,R05046A 000,0,WELLS ROAD,B3348R,"30,200.00",5.04%,"25,200.00",$332.00,"5,000.00",$112.00,$221.00,197%,ABOUT SAME,"0 Wells Road Cape Elizabeth, ME 04107","'0 Wells Road Cape Elizabeth, ME 04107',"
###,U18019000000,1,WENTWORTH ROAD,K0451R,"743,700.00",0.69%,"304,800.00","$8,181.00","438,900.00","$9,805.00","-$1,624.00",-17%,DOWN,"1 Wentworth Road Cape Elizabeth, ME 04107","'1 Wentworth Road Cape Elizabeth, ME 04107',"
###,U18051000000,10,WENTWORTH ROAD,C2142R,"594,600.00",1.18%,"321,400.00","$6,480.00","273,200.00","$6,103.00",$377.00,6%,ABOUT SAME,"10 Wentworth Road Cape Elizabeth, ME 04107","'10 Wentworth Road Cape Elizabeth, ME 04107',"
###,U18019A 000,3,WENTWORTH ROAD,G1250R,"712,700.00",1.26%,"396,700.00","$7,565.00","316,000.00","$7,059.00",$505.00,7%,UP,"3 Wentworth Road Cape Elizabeth, ME 04107","'3 Wentworth Road Cape Elizabeth, ME 04107',"
###,U18022000000,7,WENTWORTH ROAD,G0608R,"647,900.00",1.43%,"381,300.00","$6,852.00","266,600.00","$5,956.00",$896.00,15%,UP,"7 Wentworth Road Cape Elizabeth, ME 04107","'7 Wentworth Road Cape Elizabeth, ME 04107',"
###,U18018000000,5,WENTWORTH ROAD,B3078R,"517,700.00",1.70%,"325,900.00","$5,695.00","191,800.00","$4,285.00","$1,410.00",33%,UP,"5 Wentworth Road Cape Elizabeth, ME 04107","'5 Wentworth Road Cape Elizabeth, ME 04107',"
###,U42002005000,9,WESTFIELD ROAD,K0280R,"565,300.00",0.65%,"223,700.00","$6,218.00","341,600.00","$7,631.00","-$1,413.00",-19%,DOWN,"9 Westfield Road Cape Elizabeth, ME 04107","'9 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002006000,8,WESTFIELD ROAD,C1661R,"551,100.00",0.97%,"271,800.00","$6,062.00","279,300.00","$6,240.00",-$177.00,-3%,ABOUT SAME,"8 Westfield Road Cape Elizabeth, ME 04107","'8 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002001000,1,WESTFIELD ROAD,H0278R,"589,500.00",1.24%,"326,500.00","$6,485.00","263,000.00","$5,875.00",$609.00,10%,UP,"1 Westfield Road Cape Elizabeth, ME 04107","'1 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002010000,4,WESTFIELD ROAD,B2240R,"533,100.00",1.37%,"308,400.00","$5,589.00","224,700.00","$5,020.00",$569.00,11%,UP,"4 Westfield Road Cape Elizabeth, ME 04107","'4 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002009000,6,WESTFIELD ROAD,R0166R,"529,200.00",1.43%,"311,400.00","$5,480.00","217,800.00","$4,866.00",$615.00,13%,UP,"6 Westfield Road Cape Elizabeth, ME 04107","'6 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002004000,7,WESTFIELD ROAD,C0009R,"524,700.00",1.41%,"307,200.00","$5,497.00","217,500.00","$4,859.00",$638.00,13%,UP,"7 Westfield Road Cape Elizabeth, ME 04107","'7 Westfield Road Cape Elizabeth, ME 04107',"
###,U42002002000,3,WESTFIELD ROAD,S0126R,"505,300.00",1.32%,"287,500.00","$5,558.00","217,800.00","$4,866.00",$693.00,14%,UP,"3 Westfield Road Cape Elizabeth, ME 04107","'3 Westfield Road Cape Elizabeth, ME 04107',"
919,U42002003000,5,WESTFIELD ROAD,S1858R,"569,400.00",1.83%,"367,900.00","$5,988.00","201,500.00","$4,502.00","$1,487.00",33%,UP,"5 Westfield Road Cape Elizabeth, ME 04107","'5 Westfield Road Cape Elizabeth, ME 04107',"
###,U29066029000,29,WESTMINSTER TERRACE,M2310R,"671,900.00",0.74%,"286,200.00","$7,050.00","385,700.00","$8,617.00","-$1,567.00",-18%,DOWN,"29 Westminster Terrace Cape Elizabeth, ME 04107","'29 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066024000,24,WESTMINSTER TERRACE,B0868R,"639,200.00",0.74%,"271,000.00","$6,756.00","368,200.00","$8,226.00","-$1,469.00",-18%,DOWN,"24 Westminster Terrace Cape Elizabeth, ME 04107","'24 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066023000,23,WESTMINSTER TERRACE,J0820R,"739,700.00",0.77%,"322,600.00","$7,862.00","417,100.00","$9,318.00","-$1,456.00",-16%,DOWN,"23 Westminster Terrace Cape Elizabeth, ME 04107","'23 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066025000,25,WESTMINSTER TERRACE,W0475R,"684,800.00",0.85%,"314,100.00","$7,258.00","370,700.00","$8,281.00","-$1,024.00",-12%,DOWN,"25 Westminster Terrace Cape Elizabeth, ME 04107","'25 Westminster Terrace Cape Elizabeth, ME 04107',"
463,U29066031000,31,WESTMINSTER TERRACE,S1956R,"608,000.00",0.94%,"295,400.00","$6,413.00","312,600.00","$6,983.00",-$570.00,-8%,DOWN,"31 Westminster Terrace Cape Elizabeth, ME 04107","'31 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066030000,30,WESTMINSTER TERRACE,O0354R,"788,300.00",0.96%,"385,800.00","$8,396.00","402,500.00","$8,992.00",-$596.00,-7%,DOWN,"30 Westminster Terrace Cape Elizabeth, ME 04107","'30 Westminster Terrace Cape Elizabeth, ME 04107',"
654,U29066027000,27,WESTMINSTER TERRACE,M2802R,"788,000.00",0.95%,"383,200.00","$8,668.00","404,800.00","$9,043.00",-$375.00,-4%,ABOUT SAME,"27 Westminster Terrace Cape Elizabeth, ME 04107","'27 Westminster Terrace Cape Elizabeth, ME 04107',"
565,U29066026000,26,WESTMINSTER TERRACE,T0607R,"787,500.00",1.06%,"405,600.00","$8,388.00","381,900.00","$8,532.00",-$144.00,-2%,ABOUT SAME,"26 Westminster Terrace Cape Elizabeth, ME 04107","'26 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066028000,28,WESTMINSTER TERRACE,M1445R,"635,300.00",1.01%,"318,500.00","$6,988.00","316,800.00","$7,077.00",-$89.00,-1%,ABOUT SAME,"28 Westminster Terrace Cape Elizabeth, ME 04107","'28 Westminster Terrace Cape Elizabeth, ME 04107',"
750,U29066022000,22,WESTMINSTER TERRACE,C0188R,"599,900.00",1.01%,"300,900.00","$6,599.00","299,000.00","$6,680.00",-$81.00,-1%,ABOUT SAME,"22 Westminster Terrace Cape Elizabeth, ME 04107","'22 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066032000,32,WESTMINSTER TERRACE,A0814R,"777,900.00",1.02%,"393,100.00","$8,557.00","384,800.00","$8,596.00",-$40.00,0%,ABOUT SAME,"32 Westminster Terrace Cape Elizabeth, ME 04107","'32 Westminster Terrace Cape Elizabeth, ME 04107',"
###,U29066021000,21,WESTMINSTER TERRACE,T1548R,"683,900.00",1.24%,"378,200.00","$7,523.00","305,700.00","$6,829.00",$694.00,10%,UP,"21 Westminster Terrace Cape Elizabeth, ME 04107","'21 Westminster Terrace Cape Elizabeth, ME 04107',"
###,R03017004000,12,WHALE BACK WAY,I0047R,"1,485,100.00",0.98%,"736,700.00","$16,061.00","748,400.00","$16,719.00",-$658.00,-4%,DOWN,"12 Whale Back Way Cape Elizabeth, ME 04107","'12 Whale Back Way Cape Elizabeth, ME 04107',"
###,R03017003000,10,WHALE BACK WAY,C2127R,"1,753,300.00",0.97%,"862,900.00","$19,286.00","890,400.00","$19,892.00",-$605.00,-3%,DOWN,"10 Whale Back Way Cape Elizabeth, ME 04107","'10 Whale Back Way Cape Elizabeth, ME 04107',"
###,R03017006000,16,WHALE BACK WAY,F0975R,"1,855,100.00",1.25%,"1,029,600.00","$20,406.00","825,500.00","$18,442.00","$1,964.00",11%,UP,"16 Whale Back Way Cape Elizabeth, ME 04107","'16 Whale Back Way Cape Elizabeth, ME 04107',"
###,R03017005000,14,WHALE BACK WAY,C1880R,"1,513,700.00",1.37%,"875,400.00","$16,651.00","638,300.00","$14,260.00","$2,391.00",17%,UP,"14 Whale Back Way Cape Elizabeth, ME 04107","'14 Whale Back Way Cape Elizabeth, ME 04107',"
###,R03017002000,8,WHALE BACK WAY,C2128R,"1,573,200.00",1.51%,"947,000.00","$17,030.00","626,200.00","$13,989.00","$3,041.00",22%,UP,"8 Whale Back Way Cape Elizabeth, ME 04107","'8 Whale Back Way Cape Elizabeth, ME 04107',"
###,U16001L 000,4,WHEELER ROAD,V0102R,"4,500.00",-0.10%,-500.00,$50.00,"5,000.00",$112.00,-$62.00,-56%,ABOUT SAME,"4 Wheeler Road Cape Elizabeth, ME 04107","'4 Wheeler Road Cape Elizabeth, ME 04107',"
###,U16002000000,6,WHEELER ROAD,H1510R,"845,900.00",0.64%,"331,300.00","$9,030.00","514,600.00","$11,496.00","-$2,466.00",-21%,DOWN,"6 Wheeler Road Cape Elizabeth, ME 04107","'6 Wheeler Road Cape Elizabeth, ME 04107',"
983,U18010000000,5,WHEELER ROAD,S0953R,"782,800.00",1.26%,"436,200.00","$8,611.00","346,600.00","$7,743.00",$868.00,11%,UP,"5 Wheeler Road Cape Elizabeth, ME 04107","'5 Wheeler Road Cape Elizabeth, ME 04107',"
###,U16001000000,2,WHEELER ROAD,T0625R,"757,400.00",2.71%,"553,100.00","$8,056.00","204,300.00","$4,564.00","$3,492.00",77%,UP,"2 Wheeler Road Cape Elizabeth, ME 04107","'2 Wheeler Road Cape Elizabeth, ME 04107',"
261,U24009036000,36,WILDWOOD DRIVE,H0661R,"650,400.00",0.78%,"284,800.00","$6,879.00","365,600.00","$8,168.00","-$1,288.00",-16%,DOWN,"36 Wildwood Drive Cape Elizabeth, ME 04107","'36 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009047000,47,WILDWOOD DRIVE,C2135R,"654,800.00",0.84%,"298,600.00","$7,203.00","356,200.00","$7,958.00",-$755.00,-9%,DOWN,"47 Wildwood Drive Cape Elizabeth, ME 04107","'47 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009001000,1,WILDWOOD DRIVE,A0956R,"649,700.00",0.92%,"311,400.00","$6,872.00","338,300.00","$7,558.00",-$686.00,-9%,DOWN,"1 Wildwood Drive Cape Elizabeth, ME 04107","'1 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009052000,52,WILDWOOD DRIVE,D0635R,"618,200.00",0.86%,"285,600.00","$6,800.00","332,600.00","$7,430.00",-$630.00,-8%,DOWN,"52 Wildwood Drive Cape Elizabeth, ME 04107","'52 Wildwood Drive Cape Elizabeth, ME 04107',"
878,U24009021000,21,WILDWOOD DRIVE,T0230R,"641,000.00",1.00%,"320,200.00","$6,776.00","320,800.00","$7,167.00",-$391.00,-5%,ABOUT SAME,"21 Wildwood Drive Cape Elizabeth, ME 04107","'21 Wildwood Drive Cape Elizabeth, ME 04107',"
542,U24009051000,51,WILDWOOD DRIVE,D0303R,"624,200.00",0.93%,"301,300.00","$6,866.00","322,900.00","$7,214.00",-$347.00,-5%,ABOUT SAME,"51 Wildwood Drive Cape Elizabeth, ME 04107","'51 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009048000,48,WILDWOOD DRIVE,F1026R,"644,300.00",1.02%,"324,800.00","$6,812.00","319,500.00","$7,138.00",-$325.00,-5%,ABOUT SAME,"48 Wildwood Drive Cape Elizabeth, ME 04107","'48 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009037000,37,WILDWOOD DRIVE,F0075R,"595,000.00",1.02%,"300,700.00","$6,270.00","294,300.00","$6,575.00",-$305.00,-5%,ABOUT SAME,"37 Wildwood Drive Cape Elizabeth, ME 04107","'37 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009053000,53,WILDWOOD DRIVE,S0321R,"671,700.00",1.03%,"340,900.00","$7,114.00","330,800.00","$7,390.00",-$276.00,-4%,ABOUT SAME,"53 Wildwood Drive Cape Elizabeth, ME 04107","'53 Wildwood Drive Cape Elizabeth, ME 04107',"
678,U24009008000,8,WILDWOOD DRIVE,I0049R,"588,800.00",1.05%,"302,100.00","$6,202.00","286,700.00","$6,405.00",-$203.00,-3%,ABOUT SAME,"8 Wildwood Drive Cape Elizabeth, ME 04107","'8 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009038000,38,WILDWOOD DRIVE,P1115R,"651,600.00",1.07%,"336,200.00","$6,893.00","315,400.00","$7,046.00",-$153.00,-2%,ABOUT SAME,"38 Wildwood Drive Cape Elizabeth, ME 04107","'38 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009013000,13,WILDWOOD DRIVE,L1090R,"594,500.00",1.07%,"307,800.00","$6,265.00","286,700.00","$6,405.00",-$140.00,-2%,ABOUT SAME,"13 Wildwood Drive Cape Elizabeth, ME 04107","'13 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009040000,40,WILDWOOD DRIVE,C0706R,"550,600.00",1.08%,"286,500.00","$5,782.00","264,100.00","$5,900.00",-$118.00,-2%,ABOUT SAME,"40 Wildwood Drive Cape Elizabeth, ME 04107","'40 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009017000,17,WILDWOOD DRIVE,S2719R,"587,900.00",1.08%,"305,700.00","$6,192.00","282,200.00","$6,304.00",-$112.00,-2%,ABOUT SAME,"17 Wildwood Drive Cape Elizabeth, ME 04107","'17 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009056000,56,WILDWOOD DRIVE,M0844R,"657,100.00",1.01%,"329,900.00","$7,228.00","327,200.00","$7,310.00",-$82.00,-1%,ABOUT SAME,"56 Wildwood Drive Cape Elizabeth, ME 04107","'56 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009057000,57,WILDWOOD DRIVE,K0898R,"603,900.00",1.09%,"315,300.00","$6,368.00","288,600.00","$6,447.00",-$79.00,-1%,ABOUT SAME,"57 Wildwood Drive Cape Elizabeth, ME 04107","'57 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009028000,28,WILDWOOD DRIVE,W0202R,"688,900.00",1.02%,"347,600.00","$7,578.00","341,300.00","$7,625.00",-$47.00,-1%,ABOUT SAME,"28 Wildwood Drive Cape Elizabeth, ME 04107","'28 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009039000,39,WILDWOOD DRIVE,R1282R,"630,200.00",1.11%,"331,000.00","$6,657.00","299,200.00","$6,684.00",-$27.00,0%,ABOUT SAME,"39 Wildwood Drive Cape Elizabeth, ME 04107","'39 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009003000,3,WILDWOOD DRIVE,O0162R,"555,500.00",1.12%,"293,300.00","$5,836.00","262,200.00","$5,858.00",-$22.00,0%,ABOUT SAME,"3 Wildwood Drive Cape Elizabeth, ME 04107","'3 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009049000,49,WILDWOOD DRIVE,R0633R,"631,700.00",1.03%,"320,900.00","$6,949.00","310,800.00","$6,943.00",$5.00,0%,ABOUT SAME,"49 Wildwood Drive Cape Elizabeth, ME 04107","'49 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009025000,25,WILDWOOD DRIVE,H2520R,"619,300.00",1.15%,"331,600.00","$6,537.00","287,700.00","$6,427.00",$110.00,2%,ABOUT SAME,"25 Wildwood Drive Cape Elizabeth, ME 04107","'25 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009022000,22,WILDWOOD DRIVE,C1666R,"560,400.00",1.17%,"302,000.00","$5,889.00","258,400.00","$5,773.00",$117.00,2%,ABOUT SAME,"22 Wildwood Drive Cape Elizabeth, ME 04107","'22 Wildwood Drive Cape Elizabeth, ME 04107',"
227,U24009005000,5,WILDWOOD DRIVE,F0238R,"626,300.00",1.18%,"338,400.00","$6,614.00","287,900.00","$6,432.00",$183.00,3%,ABOUT SAME,"5 Wildwood Drive Cape Elizabeth, ME 04107","'5 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009042000,42,WILDWOOD DRIVE,L0645R,"641,300.00",1.20%,"349,600.00","$6,779.00","291,700.00","$6,517.00",$263.00,4%,ABOUT SAME,"42 Wildwood Drive Cape Elizabeth, ME 04107","'42 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009058000,58,WILDWOOD DRIVE,C1460R,"660,200.00",1.12%,"348,900.00","$7,262.00","311,300.00","$6,954.00",$308.00,4%,ABOUT SAME,"58 Wildwood Drive Cape Elizabeth, ME 04107","'58 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009030000,30,WILDWOOD DRIVE,D0272R,"686,500.00",1.22%,"377,700.00","$7,277.00","308,800.00","$6,899.00",$378.00,5%,ABOUT SAME,"30 Wildwood Drive Cape Elizabeth, ME 04107","'30 Wildwood Drive Cape Elizabeth, ME 04107',"
134,U24009009000,9,WILDWOOD DRIVE,H0985R,"561,500.00",1.26%,"312,500.00","$5,902.00","249,000.00","$5,563.00",$339.00,6%,ABOUT SAME,"9 Wildwood Drive Cape Elizabeth, ME 04107","'9 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009019000,19,WILDWOOD DRIVE,G0815R,"618,000.00",1.27%,"346,000.00","$6,523.00","272,000.00","$6,076.00",$447.00,7%,ABOUT SAME,"19 Wildwood Drive Cape Elizabeth, ME 04107","'19 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009023000,23,WILDWOOD DRIVE,H2175R,"654,700.00",1.28%,"367,400.00","$6,927.00","287,300.00","$6,418.00",$508.00,8%,UP,"23 Wildwood Drive Cape Elizabeth, ME 04107","'23 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009043000,43,WILDWOOD DRIVE,B0552R,"549,700.00",1.21%,"300,700.00","$6,047.00","249,000.00","$5,563.00",$484.00,9%,ABOUT SAME,"43 Wildwood Drive Cape Elizabeth, ME 04107","'43 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009002000,2,WILDWOOD DRIVE,Q0006R,"522,300.00",1.24%,"289,300.00","$5,745.00","233,000.00","$5,205.00",$540.00,10%,UP,"2 Wildwood Drive Cape Elizabeth, ME 04107","'2 Wildwood Drive Cape Elizabeth, ME 04107',"
987,U24009020000,20,WILDWOOD DRIVE,M2769R,"593,900.00",1.23%,"327,400.00","$6,533.00","266,500.00","$5,954.00",$579.00,10%,UP,"20 Wildwood Drive Cape Elizabeth, ME 04107","'20 Wildwood Drive Cape Elizabeth, ME 04107',"
988,U24009044000,44,WILDWOOD DRIVE,B2072R,"693,400.00",1.31%,"393,000.00","$7,352.00","300,400.00","$6,711.00",$641.00,10%,UP,"44 Wildwood Drive Cape Elizabeth, ME 04107","'44 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009011000,11,WILDWOOD DRIVE,B2151R,"529,400.00",1.28%,"297,000.00","$5,823.00","232,400.00","$5,192.00",$632.00,12%,UP,"11 Wildwood Drive Cape Elizabeth, ME 04107","'11 Wildwood Drive Cape Elizabeth, ME 04107',"
571,U24009054000,54,WILDWOOD DRIVE,W0650R,"607,300.00",1.39%,"353,000.00","$6,339.00","254,300.00","$5,681.00",$658.00,12%,UP,"54 Wildwood Drive Cape Elizabeth, ME 04107","'54 Wildwood Drive Cape Elizabeth, ME 04107',"
###,U24009004000,4,WILDWOOD DRIVE,E0324R,"564,400.00",1.29%,"318,000.00","$6,208.00","246,400.00","$5,505.00",$704.00,13%,UP,"4 Wildwood Drive Cape Elizabeth, ME 04107","'4 Wildwood Drive Cape Elizabeth, ME 04107',"
