Address,Neighborhood,Value 23,Value 24,Tax 23,Tax 24
"142 Ocean House Road Cape Elizabeth, ME 04107",U25,227700,554800,5087,6103
"142 Two Lights Road Cape Elizabeth, ME 04107",U40,469400,956300,10486,10244
"143 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,91200,368500,2037,4054
"143 Oakhurst Road Cape Elizabeth, ME 04107",U33,331500,896800,7406,9865
"144 Fowler Road Cape Elizabeth, ME 04107",U19,266700,570200,5958,5959
"144 Oakhurst Road Cape Elizabeth, ME 04107",U33,369100,884200,8246,9726
"144 Ocean House Road Cape Elizabeth, ME 04107",U25,355200,1117400,7936,12292
"144 Two Lights Road Cape Elizabeth, ME 04107",U40,457100,1006900,10212,11076
"145 Mitchell Road Cape Elizabeth, ME 04107",U34,177900,465100,3974,5116
"146 Ocean House Road Cape Elizabeth, ME 04107",U25,392200,1179600,8762,12976
"146 Scott Dyer Road Cape Elizabeth, ME 04107",U45,347900,674400,7772,7077
"147 Oakhurst Road Cape Elizabeth, ME 04107",U33,338700,873200,7567,9330
"148 Oakhurst Road Cape Elizabeth, ME 04107",U33,278600,814100,6224,8680
"148 Spurwink Avenue Cape Elizabeth, ME 04107",U28,208200,519800,4651,5718
"150 Mitchell Road Cape Elizabeth, ME 04107",U34,215800,503600,4821,5265
"150 Ocean House Road Cape Elizabeth, ME 04107",U25,834600,2638200,18644,28470
"150 Two Lights Road Cape Elizabeth, ME 04107",U40,333000,692700,7439,7345
"151 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,425100,701800,9497,7720
"151 Ocean House Road Cape Elizabeth, ME 04107",U25,243100,559100,5431,5875
"152 Ocean House Road Cape Elizabeth, ME 04107",U25,438800,1128400,9802,12412
"152 Spurwink Avenue Cape Elizabeth, ME 04107",U28,215000,536900,4803,5906
"154 Ocean House Road Cape Elizabeth, ME 04107",U25,367600,1100400,8212,11554
"155 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,413000,780100,9226,8581
"155 Spurwink Avenue Cape Elizabeth, ME 04107",U28,381700,585400,8527,
"156 Mitchell Road Cape Elizabeth, ME 04107",U34,234400,582700,5236,6069
"156 Ocean House Road Cape Elizabeth, ME 04107",U25,380200,1030200,8494,10782
"156 Spurwink Avenue Cape Elizabeth, ME 04107",U28,236300,538200,5279,5645
"158 Spurwink Avenue Cape Elizabeth, ME 04107",U28,186000,475700,4155,4892
"159 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,1367600,2057200,30552,22080
"159 Mitchell Road Cape Elizabeth, ME 04107",U34,465100,892400,10390,9816
"160 Mitchell Road Cape Elizabeth, ME 04107",U34,228600,599900,5107,6324
"160 Two Lights Road Cape Elizabeth, ME 04107",U15,210800,616800,4709,6785
"161 Mitchell Road Cape Elizabeth, ME 04107",U34,488600,774100,10915,8240
"162 Ocean House Road Cape Elizabeth, ME 04107",U25,247800,516000,5536,5401
"162 Two Lights Road Cape Elizabeth, ME 04107",U15,506800,1057700,11322,11635
"164 Fowler Road Cape Elizabeth, ME 04107",R06,215800,585300,4821,6163
"164 Mitchell Road Cape Elizabeth, ME 04107",U34,205600,634400,4593,6978
"165 Fowler Road Cape Elizabeth, ME 04107",U19,240400,496600,5371,5463
"165 Spurwink Avenue Cape Elizabeth, ME 04107",U28,240700,641500,5377,6782
"166 Ocean House Road Cape Elizabeth, ME 04107",U25,301400,654600,6733,7201
"168 Mitchell Road Cape Elizabeth, ME 04107",U34,232000,558500,5183,5803
"168 Two Lights Road Cape Elizabeth, ME 04107",U15,284900,860200,6365,9187
"169 Fowler Road Cape Elizabeth, ME 04107",U19,285000,539900,6367,5664
"170 Ocean House Road Cape Elizabeth, ME 04107",U25,545400,1426800,12184,15144
"170 Spurwink Avenue Cape Elizabeth, ME 04107",U28,289500,672800,6467,7401
"171 Mitchell Road Cape Elizabeth, ME 04107",U34,336400,755200,7515,8032
"172 Ocean House Road Cape Elizabeth, ME 04107",U25,389600,1229800,8704,13528
"172 Two Lights Road Cape Elizabeth, ME 04107",U15,370400,726500,8275,7992
"174 Mitchell Road Cape Elizabeth, ME 04107",U34,229000,520100,5116,5446
"174 Ocean House Road Cape Elizabeth, ME 04107",U25,406200,1083600,9074,11370
"175 Fowler Road Cape Elizabeth, ME 04107",U19,239000,548600,5339,6035
"175 Two Lights Road Cape Elizabeth, ME 04107",U15,397400,863700,8878,9226
"176 Ocean House Road Cape Elizabeth, ME 04107",U25,261100,536600,5833,5903
"177 Fowler Road Cape Elizabeth, ME 04107",U44,276400,560800,6175,5894
"177 Ocean House Road Cape Elizabeth, ME 04107",U24,288800,553800,6452,6092
"178 Mitchell Road Cape Elizabeth, ME 04107",U34,230900,563700,5158,5926
"178 Ocean House Road Cape Elizabeth, ME 04107",U24,224900,539200,5024,5931
"179 Fowler Road Cape Elizabeth, ME 04107",U44,336600,782600,7520,8334
"179 Ocean House Road Cape Elizabeth, ME 04107",U24,373900,567000,8353,6237
"180 Spurwink Avenue Cape Elizabeth, ME 04107",U28,231800,604100,5178,6645
"181 Fowler Road Cape Elizabeth, ME 04107",U44,297100,631600,6637,6673
"182 Mitchell Road Cape Elizabeth, ME 04107",U34,235300,575400,5257,6054
"182 Two Lights Road Cape Elizabeth, ME 04107",U15,443500,1079800,9908,11878
"183 Fowler Road Cape Elizabeth, ME 04107",U44,302800,638600,6765,6662
"184 Ocean House Road Cape Elizabeth, ME 04107",U24,356600,982000,7966,10252
"184 Spurwink Avenue Cape Elizabeth, ME 04107",U28,397700,755700,8885,8313
"185 Charles E Jordan Road Cape Elizabeth, ME 04107",R08,2223700,5910900,49677,65020
"185 Fowler Road Cape Elizabeth, ME 04107",U44,310700,621100,6941,6557
"185 Ocean House Road Cape Elizabeth, ME 04107",U24,175100,426100,3912,4687
"185 Spurwink Avenue Cape Elizabeth, ME 04107",U28,359100,746300,8022,8209
"185 Stillman Street Cape Elizabeth, ME 04107",U47,442100,918700,9877,9831
"186 Ocean House Road Cape Elizabeth, ME 04107",U24,222100,531000,4962,5566
"186 Two Lights Road Cape Elizabeth, ME 04107",U15,435500,1037600,9729,11414
"187 Fowler Road Cape Elizabeth, ME 04107",U44,312000,635600,6970,6717
"187 Ocean House Road Cape Elizabeth, ME 04107",U24,342600,949200,7654,9892
"187 Spurwink Avenue Cape Elizabeth, ME 04107",U28,418900,741500,9358,7882
"188 Spurwink Avenue Cape Elizabeth, ME 04107",U28,333100,497100,7441,5193
"189 Bowery Beach Road Cape Elizabeth, ME 04107",R06,125000,112300,2793,1235
"189 Fowler Road Cape Elizabeth, ME 04107",R06,300700,660300,6718,6988
"189 Spurwink Avenue Cape Elizabeth, ME 04107",U27,312300,535600,6977,5617
"190 Two Lights Road Cape Elizabeth, ME 04107",U15,709800,1091300,15857,12004
"191 Fowler Road Cape Elizabeth, ME 04107",U44,358300,623200,8004,6855
"191 Stillman Street Cape Elizabeth, ME 04107",U47,455900,823200,10185,8780
"192 Bowery Beach Road Cape Elizabeth, ME 04107",R09,8600,13400,192,147
"192 Ocean House Road Cape Elizabeth, ME 04107",U24,242900,598300,5426,6306
"193 Fowler Road Cape Elizabeth, ME 04107",U44,543000,850600,12131,9357
"193 Ocean House Road Cape Elizabeth, ME 04107",U24,356600,566000,7966,5951
"195 Fowler Road Cape Elizabeth, ME 04107",U44,261100,585400,5833,6439
"195 Stillman Street Cape Elizabeth, ME 04107",U47,357600,741100,7989,8152
"195 Two Lights Road Cape Elizabeth, ME 04107",U15,277600,696700,6202,7664
"196 Ocean House Road Cape Elizabeth, ME 04107",U24,811000,2442200,18118,26314
"196 Two Lights Road Cape Elizabeth, ME 04107",U15,266200,584200,5947,6151
"197 Fowler Road Cape Elizabeth, ME 04107",U44,355100,669500,7933,7365
"197 Ocean House Road Cape Elizabeth, ME 04107",U24,324300,737600,7245,7839
"198 Ocean House Road Cape Elizabeth, ME 04107",U24,384400,956000,8588,10516
"198 Two Lights Road Cape Elizabeth, ME 04107",U15,420700,688600,9398,7575
"199 Elderberry Drive Cape Elizabeth, ME 04107",R04,161000,338800,3597,3727
"200 Fowler Road Cape Elizabeth, ME 04107",U44,301900,876900,6744,9371
"200 Ocean House Road Cape Elizabeth, ME 04107",U24,382000,1050000,8534,10868
"200 Spurwink Avenue Cape Elizabeth, ME 04107",U27,289700,569800,6472,5927
"200 Town Common Circle Cape Elizabeth, ME 04107",R02,1648600,2084000,36830,22924
"201 Delano Park Cape Elizabeth, ME 04107",U07,620800,1030300,13869,11058
"202 Ocean House Road Cape Elizabeth, ME 04107",U24,413400,1117200,9236,11740
"202 Two Lights Road Cape Elizabeth, ME 04107",U15,427300,1112100,9546,12233
"203 Delano Park Cape Elizabeth, ME 04107",U07,787000,2206800,17582,24000
"204 Delano Park Cape Elizabeth, ME 04107",U07,840500,2134000,18777,23199
"204 Two Lights Road Cape Elizabeth, ME 04107",U15,209300,962300,4676,10585
"205 Mitchell Road Cape Elizabeth, ME 04107",U34,226600,500100,5062,5226
"206 Two Lights Road Cape Elizabeth, ME 04107",U15,285700,656200,6383,7218
"207 Mitchell Road Cape Elizabeth, ME 04107",U33,182700,556400,4082,5845
"207 Ocean House Road Cape Elizabeth, ME 04107",U24,520500,927500,11628,10203
"208 Two Lights Road Cape Elizabeth, ME 04107",U15,294200,928200,6572,9935
"209 Mitchell Road Cape Elizabeth, ME 04107",U33,246900,577800,5516,6081
"210 Spurwink Avenue Cape Elizabeth, ME 04107",U27,193500,541100,4323,5952
"211 Two Lights Road Cape Elizabeth, ME 04107",U15,1260700,2673500,28164,29134
"212 Ocean House Road Cape Elizabeth, ME 04107",U24,222600,527000,4973,5797
"213 Fickett Street Cape Elizabeth, ME 04107",R04,564200,1137300,12604,12235
"213 Ocean House Road Cape Elizabeth, ME 04107",U24,244300,552100,5458,5798
"213 Two Lights Road Cape Elizabeth, ME 04107",U15,1280100,3070500,28597,33776
"214 Spurwink Avenue Cape Elizabeth, ME 04107",U27,186900,499900,4175,5224
"215 Fickett Street Cape Elizabeth, ME 04107",R04,498900,897000,11145,9592
"215 Spurwink Avenue Cape Elizabeth, ME 04107",U27,326400,869500,7292,9290
"215 Two Lights Road Cape Elizabeth, ME 04107",U15,293900,897000,6566,9867
"216 Mitchell Road Cape Elizabeth, ME 04107",U33,312700,893600,6986,9555
"217 Two Lights Road Cape Elizabeth, ME 04107",U15,993400,2432000,22193,26752
"220 Fickett Street Cape Elizabeth, ME 04107",R04,498500,1175800,11136,12659
"220 Fowler Road Cape Elizabeth, ME 04107",U44,147100,446400,3286,4635
"220 Spurwink Avenue Cape Elizabeth, ME 04107",U27,240900,550000,5382,6050
"221 Fickett Street Cape Elizabeth, ME 04107",R04,581000,1036300,12980,11124
"221 Two Lights Road Cape Elizabeth, ME 04107",U15,1305000,2716000,29154,29876
"222 Fickett Street Cape Elizabeth, ME 04107",R04,385300,774600,8608,8246
"222 Mitchell Road Cape Elizabeth, ME 04107",U33,282400,613400,6309,6472
"223 Mitchell Road Cape Elizabeth, ME 04107",U33,302800,655500,6765,7211
"223 Ocean House Road Cape Elizabeth, ME 04107",R02,852000,1641500,19034,18057
"223 Two Lights Road Cape Elizabeth, ME 04107",U15,171400,786400,3829,8650
"224 Fowler Road Cape Elizabeth, ME 04107",U44,149200,461200,3333,4798
"224 Spurwink Avenue Cape Elizabeth, ME 04107",U27,590400,1085200,13190,11662
"226 Bowery Beach Road Cape Elizabeth, ME 04107",R09,630500,1023100,14085,10979
"226 Spurwink Avenue Cape Elizabeth, ME 04107",U27,579700,1017600,12950,11194
"227 Ocean House Road Cape Elizabeth, ME 04107",U23,243800,521400,5446,5460
"228 Fowler Road Cape Elizabeth, ME 04107",U44,188600,455300,4213,5008
"230 Fowler Road Cape Elizabeth, ME 04107",U44,248000,577300,5540,6350
"231 Fowler Road Cape Elizabeth, ME 04107",R06,342000,717700,7640,7620
"231 Mitchell Road Cape Elizabeth, ME 04107",U33,216100,489500,4828,5110
"231 Ocean House Road Cape Elizabeth, ME 04107",U23,232100,548900,5185,5763
"231 Spurwink Avenue Cape Elizabeth, ME 04107",U27,272400,609800,6085,6433
"232 Fowler Road Cape Elizabeth, ME 04107",U44,256200,661300,5724,7274
"232 Spurwink Avenue Cape Elizabeth, ME 04107",U27,249200,611700,5567,6454
"233 Spurwink Avenue Cape Elizabeth, ME 04107",U27,268700,678800,6003,7192
"234 Spurwink Avenue Cape Elizabeth, ME 04107",U27,332300,641600,7424,6783
"235 Bowery Beach Road Cape Elizabeth, ME 04107",U43,421600,737700,9419,7840
"235 Fowler Road Cape Elizabeth, ME 04107",R06,389900,767800,8710,8171
"235 Spurwink Avenue Cape Elizabeth, ME 04107",U27,178300,531600,3983,5848
"237 Ocean House Road Cape Elizabeth, ME 04107",U23,230200,523700,5143,5486
"238 Spurwink Avenue Cape Elizabeth, ME 04107",U27,238900,540900,5337,5950
"239 Bowery Beach Road Cape Elizabeth, ME 04107",U43,382200,709400,8538,7528
"239 Spurwink Avenue Cape Elizabeth, ME 04107",U27,284600,623300,6358,6581
"241 Fowler Road Cape Elizabeth, ME 04107",R06,312600,659400,6983,6978
"241 Ocean House Road Cape Elizabeth, ME 04107",U23,243700,528200,5444,5810
"242 Spurwink Avenue Cape Elizabeth, ME 04107",U27,237100,577100,5297,6073
"243 Bowery Beach Road Cape Elizabeth, ME 04107",U43,322800,670700,7211,7103
"243 Mitchell Road Cape Elizabeth, ME 04107",U33,512500,1163100,11449,12794
"243 Spurwink Avenue Cape Elizabeth, ME 04107",U27,241400,528600,5393,5815
"244 Mitchell Road Cape Elizabeth, ME 04107",U33,213000,491600,4758,5133
"247 Bowery Beach Road Cape Elizabeth, ME 04107",U43,367200,662500,8203,7013
"247 Mitchell Road Cape Elizabeth, ME 04107",U33,176400,530200,3941,5513
"247 Spurwink Avenue Cape Elizabeth, ME 04107",U27,188100,498400,4202,5482
"249 Ocean House Road Cape Elizabeth, ME 04107",U23,343200,616000,7667,6776
"250 Ocean House Road Cape Elizabeth, ME 04107",U23,423000,745700,9450,7928
"250 Spurwink Avenue Cape Elizabeth, ME 04107",U27,219600,529300,4906,5547
"251 Ocean House Road Cape Elizabeth, ME 04107",U22,568800,1510000,12706,16060
"252 Mitchell Road Cape Elizabeth, ME 04107",U33,238900,471800,5337,5190
"252 Ocean House Road Cape Elizabeth, ME 04107",U23,358400,719400,8007,7913
"252 Spurwink Avenue Cape Elizabeth, ME 04107",U27,214400,579400,4790,6032
"255 Mitchell Road Cape Elizabeth, ME 04107",U33,264400,624900,5907,6599
"255 Ocean House Road Cape Elizabeth, ME 04107",U22,329000,667100,7350,7338
"255 Spurwink Avenue Cape Elizabeth, ME 04107",U27,152900,457900,3416,4762
"256 Fowler Road Cape Elizabeth, ME 04107",U43,212700,584400,4752,6428
"256 Mitchell Road Cape Elizabeth, ME 04107",U33,298000,641800,6657,6785
"258 Spurwink Avenue Cape Elizabeth, ME 04107",U27,232500,558300,5194,5866
"259 Mitchell Road Cape Elizabeth, ME 04107",U33,330100,671100,7374,7107
"259 Ocean House Road Cape Elizabeth, ME 04107",U22,305800,569700,6832,5992
"260 Fowler Road Cape Elizabeth, ME 04107",U43,207500,516200,4636,5403
"264 Fowler Road Cape Elizabeth, ME 04107",U43,199900,534100,4466,5875
"264 Spurwink Avenue Cape Elizabeth, ME 04107",U27,269900,583400,6030,6076
"265 Spurwink Avenue Cape Elizabeth, ME 04107",U27,300600,692800,6715,7280
"266 Mitchell Road Cape Elizabeth, ME 04107",U33,212400,511200,4745,5348
"269 Mitchell Road Cape Elizabeth, ME 04107",U33,212000,503300,4736,5195
"269 Spurwink Avenue Cape Elizabeth, ME 04107",U27,203400,567800,4544,6246
"270 Fowler Road Cape Elizabeth, ME 04107",U43,196000,509200,4379,5326
"270 Spurwink Avenue Cape Elizabeth, ME 04107",U27,234800,559600,5245,6156
"273 Mitchell Road Cape Elizabeth, ME 04107",U33,170000,506900,3798,5301
"273 Spurwink Avenue Cape Elizabeth, ME 04107",U27,490500,949900,10958,10174
"274 Mitchell Road Cape Elizabeth, ME 04107",U32,451500,984200,10087,10826
"276 Fowler Road Cape Elizabeth, ME 04107",U43,169100,516900,3778,5411
"276 Spurwink Avenue Cape Elizabeth, ME 04107",U27,226300,551500,5056,6067
"277 Fowler Road Cape Elizabeth, ME 04107",U43,221700,516800,4953,5685
"279 Fowler Road Cape Elizabeth, ME 04107",U43,174100,439600,3889,4836
"279 Mitchell Road Cape Elizabeth, ME 04107",U33,187900,513000,4198,5368
"279 Spurwink Avenue Cape Elizabeth, ME 04107",U27,253200,619300,5656,6537
"280 Mitchell Road Cape Elizabeth, ME 04107",U32,587000,1071300,13114,11784
"280 Spurwink Avenue Cape Elizabeth, ME 04107",U27,279000,646300,6233,6834
"281 Fowler Road Cape Elizabeth, ME 04107",U43,135700,432400,3032,4481
"281 Mitchell Road Cape Elizabeth, ME 04107",U33,442100,803300,9877,8836
"281 Spurwink Avenue Cape Elizabeth, ME 04107",U27,222800,531800,4977,5850
"283 Mitchell Road Cape Elizabeth, ME 04107",U33,190900,526400,4265,5790
"283 Spurwink Avenue Cape Elizabeth, ME 04107",U27,229500,589400,5127,6208
"284 Fowler Road Cape Elizabeth, ME 04107",U43,346300,723600,7736,7685
"285 Fowler Road Cape Elizabeth, ME 04107",U43,236100,545100,5274,5655
"285 Mitchell Road Cape Elizabeth, ME 04107",U33,548000,1335400,12242,14414
"286 Spurwink Avenue Cape Elizabeth, ME 04107",U27,219400,547400,4901,5746
"287 Ocean House Road Cape Elizabeth, ME 04107",U22,447700,542200,10002,5964
"289 Mitchell Road Cape Elizabeth, ME 04107",U33,505400,692600,11291,7619
"300 Spurwink Avenue Cape Elizabeth, ME 04107",R04,3863400,4432800,86308,48761
"300 Town Common Circle Cape Elizabeth, ME 04107",R02,200200,315900,4472,3475
"301 Fowler Road Cape Elizabeth, ME 04107",U43,224400,525000,5013,5500
"303 Delano Park Cape Elizabeth, ME 04107",U07,482600,1661500,10781,18277
"303 Ocean House Road Cape Elizabeth, ME 04107",U21,319900,550300,7147,6053
"304 Mitchell Road Cape Elizabeth, ME 04107",U32,258700,644800,5779,6818
"305 Delano Park Cape Elizabeth, ME 04107",U07,861900,2591300,19255,28163
"305 Fowler Road Cape Elizabeth, ME 04107",U43,223200,541800,4986,5685
"306 Delano Park Cape Elizabeth, ME 04107",U07,1171000,2024500,26160,22270
"307 Delano Park Cape Elizabeth, ME 04107",U07,862500,2579300,19268,28097
"307 Spurwink Avenue Cape Elizabeth, ME 04107",R04,236600,591300,5286,6504
"309 Fowler Road Cape Elizabeth, ME 04107",U43,314700,722100,7030,7943
"310 Delano Park Cape Elizabeth, ME 04107",U07,967100,1794700,21605,19401
"310 Mitchell Road Cape Elizabeth, ME 04107",U32,348300,952100,7781,10067
"311 Delano Park Cape Elizabeth, ME 04107",U07,1260800,1415400,28166,15569
"312 Delano Park Cape Elizabeth, ME 04107",U07,1831000,3503900,40905,38543
"312 Ocean House Road Unit 1 Cape Elizabeth, ME 04107",U11,368800,450800,8238,4958
"312 Ocean House Road Unit 2 Cape Elizabeth, ME 04107",U11,340400,509200,7604,5602
"312 Ocean House Road Unit 3 Cape Elizabeth, ME 04107",U11,271600,485800,6068,5344
"312 Ocean House Road Unit 4 Cape Elizabeth, ME 04107",U11,402600,699400,8994,7694
"313 Fowler Road Cape Elizabeth, ME 04107",U43,208700,504100,4662,5270
"313 Mitchell Road Cape Elizabeth, ME 04107",U32,468800,1003700,10473,10766
"313 Spurwink Avenue Cape Elizabeth, ME 04107",R04,2161600,2262600,48292,23006
"314 Delano Park Cape Elizabeth, ME 04107",U07,1832300,2929000,40934,32219
"315 Ocean House Road Cape Elizabeth, ME 04107",U21,170600,535600,3812,5892
"316 Ocean House Road Cape Elizabeth, ME 04107",U11,217000,331600,4848,3648
"317 Fowler Road Cape Elizabeth, ME 04107",U43,256000,570100,5719,6271
"317 Ocean House Road Cape Elizabeth, ME 04107",U21,263100,628200,5878,6910
"319 Fowler Road Cape Elizabeth, ME 04107",U43,237500,498400,5306,5207
"321 Fowler Road Cape Elizabeth, ME 04107",U43,195800,520700,4374,5453
"321 Spurwink Avenue Cape Elizabeth, ME 04107",R04,381600,841500,8525,8982
"323 Ocean House Road Cape Elizabeth, ME 04107",U21,370000,759200,8266,8076
"324 Mitchell Road Cape Elizabeth, ME 04107",U32,287300,585000,6418,6094
"325 Fowler Road Cape Elizabeth, ME 04107",U43,163500,474500,3653,4945
"325 Mitchell Road Cape Elizabeth, ME 04107",U32,252400,600800,5639,6334
"326 Spurwink Avenue Cape Elizabeth, ME 04107",R04,287800,712700,6429,7565
"327 Ocean House Road Cape Elizabeth, ME 04107",U21,1533700,1823900,34263,20063
"328 Spurwink Avenue Cape Elizabeth, ME 04107",R05,481200,983200,10750,10540
"330 Spurwink Avenue Cape Elizabeth, ME 04107",R05,147800,318400,3302,3502
"331 Mitchell Road Cape Elizabeth, ME 04107",U32,318600,821000,7118,9031
"332 Spurwink Avenue Cape Elizabeth, ME 04107",R05,246100,589400,5498,6208
"333 Fowler Road Cape Elizabeth, ME 04107",U43,356800,757600,7971,8059
"336 Ocean House Road Cape Elizabeth, ME 04107",R02,1117400,934000,24963,10274
"337 Fowler Road Cape Elizabeth, ME 04107",U43,202200,535900,4517,5620
"337 Mitchell Road Cape Elizabeth, ME 04107",U32,242800,563800,5424,5927
"339 Fowler Road Cape Elizabeth, ME 04107",U43,373000,746200,8333,7867
"340 Ocean House Road Cape Elizabeth, ME 04107",R02,6574200,21143400,146868,232028
